Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"53703, USA",01/01/2015,30.2,14,21.4,0.7,,0,0,0,12.8,258.58,30,9.9,56.1,64.85,Partially cloudy
"53703, USA",01/02/2015,31,17.9,25,13,,0,0.74,0.74,8.8,191.33,,9.9,63.5,69.19,"Snow, Partially cloudy"
"53703, USA",01/03/2015,33.2,27.2,30.1,19.1,,0.03,1.02,1.6,8.5,148.5,,4.1,97.9,87.39,"Snow, Overcast"
"53703, USA",01/04/2015,30.2,-1.9,15.6,-18.6,,0.1,0.37,1.97,18.2,318.33,26.2,6.1,70.5,70.2,"Snow, Partially cloudy"
"53703, USA",01/05/2015,2.3,-7.9,-2.1,-20.4,,0.11,0.93,2.7,10.4,270.21,17.2,8.5,50,66.29,"Snow, Partially cloudy"
"53703, USA",01/06/2015,13,-7.4,3.2,-17.1,,0.02,0.59,3.29,16.2,252.42,30,9,60.7,69.07,"Snow, Partially cloudy"
"53703, USA",01/07/2015,4.1,-7,-2.3,-25.6,,0,0,3.13,17.9,304,27.8,9.9,9.1,53.22,Clear
"53703, USA",01/08/2015,12.4,-7.8,1.5,-25.8,,0.1,0.51,3.46,19.8,234.46,30.1,6.6,64.7,70.83,"Snow, Partially cloudy"
"53703, USA",01/09/2015,9.3,-0.8,3.3,-15.9,,0.01,0.31,3.77,16.1,290.17,29.2,9.6,48.1,58.29,"Snow, Partially cloudy"
"53703, USA",01/10/2015,21.2,-3,8.2,-16.9,,0,0,3.27,13.2,215.46,21.9,9.9,64.8,67.06,Partially cloudy
"53703, USA",01/11/2015,26.3,9.8,19.4,2,,0,0,3.27,6.4,217.96,,9.9,72.3,67.9,Partially cloudy
"53703, USA",01/12/2015,19.3,-5.5,10.4,-15.5,,0,0,3.02,17.7,289.17,20.7,9.9,24.1,63.07,Clear
"53703, USA",01/13/2015,18.2,-3.2,6.5,-14.4,,0,0.37,3.27,6.9,192.38,,9.6,47.9,72.95,"Snow, Partially cloudy"
"53703, USA",01/14/2015,21.1,-4.3,13.6,-2.7,,0,0,3.09,8,243.83,,9.7,79.6,76.09,Overcast
"53703, USA",01/15/2015,35.4,20.3,27.6,10.6,,0,0,2.99,8.9,238.96,18.3,8.8,51.5,72.33,Partially cloudy
"53703, USA",01/16/2015,32.2,24.4,28.2,14,,0,0.35,2.16,15.7,171.67,20.8,9.8,86.9,76.1,"Snow, Overcast"
"53703, USA",01/17/2015,41.1,25.3,36.2,15.3,,0,0.48,2.63,14,218.54,32.2,9.1,78.1,73.59,"Snow, Overcast"
"53703, USA",01/18/2015,41,30.8,35.8,25.6,,0,0,2.36,12.8,281.33,24.9,9.9,66.8,69.51,Partially cloudy
"53703, USA",01/19/2015,35.3,21.4,30.4,24.1,,0.01,0,0.71,9.8,177.71,,9.2,81.4,84.65,"Rain, Overcast"
"53703, USA",01/20/2015,33.2,29.4,31.8,21.9,,0,1,1,12.9,82.46,,7.2,100,88.81,"Snow, Overcast"
"53703, USA",01/21/2015,30.1,27.3,28.8,18.4,,0.05,0.47,1.47,9.4,143.46,,7.1,99.8,83.41,"Snow, Overcast"
"53703, USA",01/22/2015,32.4,26.6,29.1,19.8,,0,0,1.35,8.9,277.71,19.1,9.2,80.9,76.54,Overcast
"53703, USA",01/23/2015,35.1,26.5,30.3,16.2,,0,0.78,1.18,11.4,233.17,21.9,9.2,85.5,76.64,"Snow, Overcast"
"53703, USA",01/24/2015,35.3,30.2,32.6,26.4,,0,0,0.39,7.8,274.75,13.9,9,95.5,85.17,Overcast
"53703, USA",01/25/2015,32.3,16.3,24.2,6.3,,0,0.97,0.97,20.7,53.21,28.2,9,81.4,76.43,"Snow, Overcast"
"53703, USA",01/26/2015,25.4,10.8,19.7,7.7,,0.07,0.89,1.18,10.8,202.38,19.7,5.5,77.2,85.31,"Snow, Overcast"
"53703, USA",01/27/2015,28.4,24.4,26.4,16.7,,0,0.74,1.76,7.4,144.13,16.1,5.8,100,85.52,"Snow, Overcast"
"53703, USA",01/28/2015,33.3,21.5,28.1,10.7,,0,0,1.57,18.7,162.21,30.5,9.6,82.7,74.74,Overcast
"53703, USA",01/29/2015,35.1,27.1,32,15.6,,0.01,0.45,1.4,18.2,297.46,32.1,8.9,100,71.15,"Snow, Overcast"
"53703, USA",01/30/2015,26.2,13.2,20.2,7.5,,0,0.62,1.59,11.6,292.71,20.8,9.9,44.3,60.71,"Snow, Partially cloudy"
"53703, USA",01/31/2015,34.1,22.9,28,15.3,,0.09,3.34,4.16,12.7,171.13,,8.5,83.1,70.13,"Snow, Overcast"
"53703, USA",02/01/2015,26.5,8.6,15.5,-12.3,,0.36,3.44,7.6,28.7,32.29,37.8,1.9,85.8,81.34,"Snow, Overcast"
"53703, USA",02/02/2015,14.6,-1.5,7.7,-11,,0,0.77,8.37,18.2,267.33,24.8,9.9,31.5,65.04,"Snow, Partially cloudy"
"53703, USA",02/03/2015,17.6,0,11.3,-7.8,,0.12,1.24,8.24,6.6,234.17,,8,61,78.76,"Snow, Partially cloudy"
"53703, USA",02/04/2015,19.3,3.5,14.4,-7.8,,0,0.74,8.99,14,322.17,22.5,9.6,63.9,66.75,"Snow, Partially cloudy"
"53703, USA",02/05/2015,14.2,-7.8,5.6,-13,,0,0,8.75,14,247.29,21.9,9.9,19.3,62.52,Clear
"53703, USA",02/06/2015,26.9,10.7,19,0.3,,0,0,8.08,9.6,201.08,22,9.7,49.6,64.09,Partially cloudy
"53703, USA",02/07/2015,38.4,12,26.9,10.7,,0,0,7.3,9.5,126.88,19.7,4.6,59.6,82.73,Partially cloudy
"53703, USA",02/08/2015,33.9,19.6,26.8,6.3,,0,0,6.21,17.9,103.96,26.4,4.6,92.2,88.7,Overcast
"53703, USA",02/09/2015,26.3,8.7,19.8,5.8,,0,0,5.79,14.8,45.13,18.3,9.9,46.8,71.8,Partially cloudy
"53703, USA",02/10/2015,29.4,3.3,19,-3.1,,0.01,0,5.79,15.1,133.42,20.8,9.4,72.4,75.99,"Rain, Partially cloudy"
"53703, USA",02/11/2015,33.1,15.4,27.1,0,,0,0.26,6.05,17.5,285.67,27.5,8.6,79.7,69.44,"Snow, Overcast"
"53703, USA",02/12/2015,14.3,1.4,9.7,-12.2,,0.01,0,6.05,19.2,334.88,28.7,9.2,54.9,58.24,"Rain, Partially cloudy"
"53703, USA",02/13/2015,27.3,-1.4,14.1,-6.6,,0,0,5.89,11.5,261.42,21.9,9.9,73.5,68.33,Partially cloudy
"53703, USA",02/14/2015,26.2,-1.7,9.3,-17.2,,0,0,5.81,25.4,318.04,37.8,8.7,60,51.53,Partially cloudy
"53703, USA",02/15/2015,11.2,-4.4,3.7,-20.4,,0,0,5.81,8.9,107.58,16.1,9.9,69,57.86,Partially cloudy
"53703, USA",02/16/2015,17.4,11.2,14.2,0.8,,0,0.13,5.55,6.8,207.38,,9.7,99.9,62.73,"Snow, Overcast"
"53703, USA",02/17/2015,17.5,6.4,13.2,-7,,0,0.37,5.92,10.9,304.54,24.2,8.3,85.8,61.93,"Snow, Overcast"
"53703, USA",02/18/2015,6.2,-5.7,1.2,-21,,0,0,5.92,17.1,311.92,27.9,8.9,65.9,59.11,Partially cloudy
"53703, USA",02/19/2015,5.2,-10.9,-3.7,-24.3,,0,0,5.1,11.9,320.25,18.3,9.9,0,52.87,Clear
"53703, USA",02/20/2015,19.6,-5.8,8.2,-18.6,,0,0,5.1,19.2,179.67,27.7,8.3,82.7,64.8,Overcast
"53703, USA",02/21/2015,30.2,16.4,23.9,9.2,,0,0,4.99,12.8,236.42,19.7,9.4,89.3,65.39,Overcast
"53703, USA",02/22/2015,16.2,-1.8,7.9,-16.4,,0,0,4.93,16.4,316.83,22.2,9.9,18.2,53.95,Clear
"53703, USA",02/23/2015,9.4,-11.1,0.9,-16.9,,0,0,4.93,11.1,265,19.7,9.9,10.3,50.91,Clear
"53703, USA",02/24/2015,35,8.5,21.5,-6.2,,0,0.5,5.43,15.9,259.13,25.5,9.8,51.3,49.92,"Snow, Partially cloudy"
"53703, USA",02/25/2015,18,5.4,12.9,-1.3,,0.06,0.53,5.5,9.8,71.08,17.2,7.3,73.7,60.92,"Snow, Partially cloudy"
"53703, USA",02/26/2015,13.1,0.2,7.4,-13.9,,0,0.34,5.84,13.8,171.13,19.7,9.9,40.1,59.16,"Snow, Partially cloudy"
"53703, USA",02/27/2015,16.2,-4,5.3,-11.5,,0,0,5.6,7.2,274.33,,9.9,0,56.43,Clear
"53703, USA",02/28/2015,16.4,-8.5,6.6,-18.9,,0,0,5.48,12.1,227.67,,9.7,38.1,61.41,Partially cloudy
"53703, USA",03/01/2015,27.6,14.2,19.9,4.7,,0,0.33,5.81,11.6,247.21,26.4,8.2,68.9,69.59,"Snow, Partially cloudy"
"53703, USA",03/02/2015,27.7,7.9,20.3,7.6,,0,0.35,6.16,9.5,227.96,,9.9,47.9,61.73,"Snow, Partially cloudy"
"53703, USA",03/03/2015,32,23.4,27.8,11.9,,0.1,0.23,6.39,13.6,221,26.4,7.4,99.1,75.51,"Snow, Overcast"
"53703, USA",03/04/2015,24.7,7.3,14.6,-3.9,,0,0,6.22,15.7,302.88,24.8,9.9,26.3,51.61,Partially cloudy
"53703, USA",03/05/2015,16,-3,6.9,-12.8,,0,0,5.9,9.5,290,,9.9,0,51.82,Clear
"53703, USA",03/06/2015,29.6,1.7,17,-13.7,,0,0,5.78,14.5,200.08,25.3,9.9,35.4,61.31,Partially cloudy
"53703, USA",03/07/2015,45.1,19.8,33.5,15.3,,0,0,5.34,13.7,287,21.1,9.6,34.5,62.98,Partially cloudy
"53703, USA",03/08/2015,45.4,29.4,36.8,25.6,,0,0,4.56,11.1,263.7,19.7,9.9,31.8,66.49,Partially cloudy
"53703, USA",03/09/2015,51.4,27.2,39.5,31.7,,0,0.6,3.7,10.7,240.04,20.8,9.7,10.9,67.62,Snow
"53703, USA",03/10/2015,56.1,31,42,27.4,,0,0,2.8,9.8,215.88,33.3,6.3,27.9,77.5,Partially cloudy
"53703, USA",03/11/2015,57,30.8,42.6,27.7,,0,0,0.79,7.3,162.92,,8.2,6.3,60.98,Clear
"53703, USA",03/12/2015,56.5,30.6,43.8,27.5,,0,0,0,18.7,154.71,21.9,9.9,48.4,51.8,Partially cloudy
"53703, USA",03/13/2015,68.1,33.8,49.4,31.6,,0,0,0,11.9,201.75,29.8,9.4,42.7,62.49,Partially cloudy
"53703, USA",03/14/2015,59.2,36.8,48.1,34.2,,0,0,0,16,323.54,23.5,9.9,20,56.84,Clear
"53703, USA",03/15/2015,60.8,28.2,46.2,25.3,,0,0,0,15.3,202.79,24.1,9.9,42.7,57.77,Partially cloudy
"53703, USA",03/16/2015,70.9,41,54.9,42.4,,0,0,0,12.2,243.67,32.2,9.9,53.3,46.29,Partially cloudy
"53703, USA",03/17/2015,47.8,28.8,39,24.2,,0,0,0,21.8,285.08,43.6,9.9,30.9,39.44,Partially cloudy
"53703, USA",03/18/2015,49.2,24.9,38,42,,0,0,0,6.4,312.96,,9.9,58.7,40.87,Partially cloudy
"53703, USA",03/19/2015,47,35.6,41.5,32.8,,0,0,0,14.7,129.25,19.7,9.9,95.6,42.76,Overcast
"53703, USA",03/20/2015,56.9,37.3,46.4,32.6,,0,0,0,11.1,234.83,22,9.9,79.8,49.98,Overcast
"53703, USA",03/21/2015,50.2,34.9,42.2,30.9,,0,0,0,12.3,287.83,23,9.9,40.1,48.22,Partially cloudy
"53703, USA",03/22/2015,35.8,27.1,31.5,20,,0,2.94,2.94,12,94.46,17.2,9.4,85.1,62.55,"Snow, Overcast"
"53703, USA",03/23/2015,35.7,26.3,29.5,14.7,,0.18,1.89,4.83,16.2,96.67,20.8,6.2,75.4,73.65,"Snow, Overcast"
"53703, USA",03/24/2015,39.5,15.3,29,21.6,,0,0.72,3.29,16.8,81.42,24.2,9,57,65.34,"Snow, Partially cloudy"
"53703, USA",03/25/2015,45,32.2,36.6,25.9,,0.5,0,2.52,14.6,221.42,24.4,6.8,92.9,77.58,"Rain, Overcast"
"53703, USA",03/26/2015,36.3,28.5,34.1,19.4,,0,0,0.54,15.2,276.08,22,9.9,95.4,57.41,Overcast
"53703, USA",03/27/2015,35.1,16.9,26.1,8.3,,0,0,0,15.5,185.75,24.3,9.9,9.5,45.06,Clear
"53703, USA",03/28/2015,37.7,15.8,28.6,11.9,,0,0,0,9.3,164.42,17.2,9.9,16.2,51.6,Clear
"53703, USA",03/29/2015,45.2,31.1,35.4,21,,0.08,0,0,21.5,224.88,32.5,9.4,66.6,69.7,"Rain, Partially cloudy"
"53703, USA",03/30/2015,57.1,35.1,45.4,31.4,,0,0,0,15.7,219,29.3,9.9,58.3,57.29,Partially cloudy
"53703, USA",03/31/2015,61.2,36.9,46.5,31.1,,0,0,0,9.7,289.33,19.7,8.6,57.5,65.38,Partially cloudy
"53703, USA",04/01/2015,75.4,30.5,54.6,35.5,,0,0,0,21.4,135.33,32.7,9.9,23.5,49.28,Clear
"53703, USA",04/02/2015,66.8,52.4,58.4,,,0.02,0,0,16.7,256.92,24.1,9.9,70.3,43.71,"Rain, Partially cloudy"
"53703, USA",04/03/2015,52.6,31,42.8,26.8,,0,0,0,14.9,320.71,23,9.9,53.4,47.37,Partially cloudy
"53703, USA",04/04/2015,57.2,28.5,43.2,26.1,,0,0,0,16,264.04,29.1,9.9,52.1,40.05,Partially cloudy
"53703, USA",04/05/2015,62.4,37.7,48.7,32.9,,0,0,0,17.7,111.75,24.2,9.9,66.2,52.25,Partially cloudy
"53703, USA",04/06/2015,62.8,29.8,43.9,24,,0.18,0,0,22.2,62.67,28.3,8.8,53.7,70.88,"Rain, Partially cloudy"
"53703, USA",04/07/2015,48,38.1,41.4,29,,0.36,0,0,18.2,58.54,26.7,9.1,100,79.69,"Rain, Overcast"
"53703, USA",04/08/2015,44.3,39.3,41.5,31.9,,0.55,0,0,14.8,68.04,23,5,100,90.73,"Rain, Overcast"
"53703, USA",04/09/2015,53,39.2,45.9,31.8,,1.78,0,0,21.2,109.38,36.9,7.4,99.5,91.45,"Rain, Overcast"
"53703, USA",04/10/2015,51.6,37.3,42.7,28.6,,0.13,0,0,16.3,291.71,26.3,9,69.7,74.42,"Rain, Partially cloudy"
"53703, USA",04/11/2015,63.3,36.3,50.5,36.8,,0,0,0,8.8,255.79,18.3,9.9,7.8,51.94,Clear
"53703, USA",04/12/2015,70.1,46.3,57.1,42,,0,0,0,21.6,184.04,37.5,9.9,48,45.01,Partially cloudy
"53703, USA",04/13/2015,65.9,45.7,57.7,,,0.11,0,0,20.2,266.58,32.8,9.7,61.8,45.97,"Rain, Partially cloudy"
"53703, USA",04/14/2015,67.9,34.3,52,,,0,0,0,8.9,217.25,17.2,9.9,44.3,40.71,Partially cloudy
"53703, USA",04/15/2015,66.9,37,53,38.5,,0,0,0,16.9,71.5,26.3,9.9,50.5,38.69,Partially cloudy
"53703, USA",04/16/2015,71.4,37.7,54.8,34.6,,0,0,0,6.7,161.54,9.2,9.8,30.4,43.08,Partially cloudy
"53703, USA",04/17/2015,78.3,45.4,63,,,0,0,0,10.7,303.33,17.2,9.7,38.1,50.02,Partially cloudy
"53703, USA",04/18/2015,68.3,45.4,57.9,45.5,,0,0,0,19.4,150.63,24.1,9.9,50,50.68,Partially cloudy
"53703, USA",04/19/2015,74.2,49.4,58.5,47.4,,0.2,0,0,16.4,122.63,21.9,9.5,75.5,45.36,"Rain, Overcast"
"53703, USA",04/20/2015,50.2,40.1,45.2,31.5,,0.45,0,0,17.2,299.75,29.5,8.4,99.6,76.83,"Rain, Overcast"
"53703, USA",04/21/2015,42.1,36.1,39.5,28.2,,0.02,0,0,18.6,275.04,29.7,9.6,97.8,63.01,"Rain, Overcast"
"53703, USA",04/22/2015,46.2,32.3,38.1,23.8,,0.01,0,0,16.7,302.71,25.4,9.8,89.5,56.06,"Rain, Overcast"
"53703, USA",04/23/2015,53.5,29.8,41.4,25,,0,0,0,16,312.38,23.9,9.9,7,40.55,Clear
"53703, USA",04/24/2015,53.5,28,40.8,32.4,,0.26,0,0,13.8,116.71,17.2,9.4,68.5,61.21,"Rain, Partially cloudy"
"53703, USA",04/25/2015,51,38.5,44.2,31.3,,0,0,0,18.3,67.46,36.7,9.9,92.8,65.52,Overcast
"53703, USA",04/26/2015,60.3,32.5,46.3,27.7,,0,0,0,12.5,122.75,21.4,9.9,13,48.13,Clear
"53703, USA",04/27/2015,66.9,32.2,50.8,28.7,,0,0,0,13.3,221.38,19.6,9.9,10.5,51.02,Clear
"53703, USA",04/28/2015,66.1,33.2,51.3,40.1,,0,0,0,10.6,63.75,17.9,9.9,32.5,56.92,Partially cloudy
"53703, USA",04/29/2015,66.2,37.8,52.5,42,,0,0,0,10.4,150.13,23,9.9,51.4,60.83,Partially cloudy
"53703, USA",04/30/2015,61.2,34.7,49,31.5,,0,0,0,15.6,115.54,21.9,9.9,30.3,58.13,Partially cloudy
"53703, USA",05/01/2015,67.1,36.8,55.2,46.4,,0,0,0,8.1,290.46,,9.9,49.2,50.22,Partially cloudy
"53703, USA",05/02/2015,76.2,51.5,65.2,,,0,0,0,11.9,254.92,22.9,9.9,75.7,39.14,Overcast
"53703, USA",05/03/2015,74.4,59,66.3,,,0.01,0,0,17.4,197.46,25.3,9.9,76.9,57.98,"Rain, Overcast"
"53703, USA",05/04/2015,74.1,57,64.5,,,0.39,0,0,12.3,178.75,32.2,9.2,75.8,68.36,"Rain, Overcast"
"53703, USA",05/05/2015,58.3,49.1,53.5,46.5,,0.4,0,0,12.9,89.08,17.2,8.2,100,78.03,"Rain, Overcast"
"53703, USA",05/06/2015,76,49.5,61.1,46.8,,0.09,0,0,13.3,119.83,,5.4,84.1,82.07,"Rain, Overcast"
"53703, USA",05/07/2015,82.6,59,71,,81.4,0,0,0,25.2,171.42,35.2,8,44.5,59.01,Partially cloudy
"53703, USA",05/08/2015,73.7,62.4,68,,,0,0,0,10,244.88,20.8,9.9,71.1,71.5,Partially cloudy
"53703, USA",05/09/2015,68.3,56.4,61.9,,,0,0,0,13.9,148.33,18.3,9.8,96,68.55,Overcast
"53703, USA",05/10/2015,59.2,48.9,53.6,43.5,,0.01,0,0,14.8,67.63,23,9.6,100,78.1,"Rain, Overcast"
"53703, USA",05/11/2015,65.1,50.1,57,,,0.1,0,0,16,195.42,28.1,7.7,94.9,77.82,"Rain, Overcast"
"53703, USA",05/12/2015,51.3,39.8,48,40.1,,0,0,0,15,287.29,24.5,9.9,85,66.02,Overcast
"53703, USA",05/13/2015,61.5,35.2,48.3,31.5,,0,0,0,13.9,151.08,20.8,9.9,27.8,61.57,Partially cloudy
"53703, USA",05/14/2015,66.1,41.8,53.6,37.5,,0.04,0,0,19.7,135.46,25.3,9.1,65.6,60.5,"Rain, Partially cloudy"
"53703, USA",05/15/2015,73.4,53.6,63.8,,,0.12,0,0,9.7,243.33,18.3,7.6,91.7,77.28,"Rain, Overcast"
"53703, USA",05/16/2015,79.6,60.5,69.8,,,0,0,0,12.9,134.79,16.2,9.9,84.6,77.2,Overcast
"53703, USA",05/17/2015,79.7,68.1,72.3,,,1.24,0,0,21,177.42,33.8,9.1,83.6,72.11,"Rain, Overcast"
"53703, USA",05/18/2015,70.2,47,59.1,41.8,,0,0,0,17.9,259.54,27.8,9.9,35.6,60.08,Partially cloudy
"53703, USA",05/19/2015,56.2,42.5,47.9,36.9,,0.01,0,0,14.2,283.83,25.3,9.8,77.5,60.09,"Rain, Overcast"
"53703, USA",05/20/2015,52,40.5,46.8,37.1,,0,0,0,7.8,217.25,,9.9,71,61.5,Partially cloudy
"53703, USA",05/21/2015,71.3,42,57,37.8,,0,0,0,10.2,268.33,21.8,9.9,40.1,55.81,Partially cloudy
"53703, USA",05/22/2015,72.4,40.9,58.7,39.5,,0,0,0,12,89.92,16.1,9.9,27.2,44.27,Partially cloudy
"53703, USA",05/23/2015,78.7,47.9,64.6,48.2,,0,0,0,12.3,154.35,18.3,9.9,38.2,37.49,Partially cloudy
"53703, USA",05/24/2015,63,53.2,58.4,,,0.75,0,0,15.3,101.17,20.9,7.5,84.1,82.23,"Rain, Overcast"
"53703, USA",05/25/2015,78.2,60.3,70,,,0.08,0,0,13.5,200.75,24.6,8.6,78.3,76.1,"Rain, Overcast"
"53703, USA",05/26/2015,75.2,63,68,,,0.58,0,0,16.8,187.25,30.8,8.8,68.3,81.45,"Rain, Partially cloudy"
"53703, USA",05/27/2015,75.9,60.1,66.5,,,0,0,0,10.3,263.88,25.3,9.8,49.7,71.88,Partially cloudy
"53703, USA",05/28/2015,82.2,59.5,72.6,,81.2,0,0,0,15.2,202.79,19.9,9.9,42.5,56.99,Partially cloudy
"53703, USA",05/29/2015,79,63,71.3,,,0.34,0,0,16.2,205.04,21.9,9.6,78.1,72.83,"Rain, Overcast"
"53703, USA",05/30/2015,67.1,48.4,58.4,44.6,,0.2,0,0,22.3,92.92,32.1,9.2,92.5,84.78,"Rain, Overcast"
"53703, USA",05/31/2015,62.1,38.8,51.4,32.8,,0,0,0,19.6,39.25,27,9.9,27.6,61.51,Partially cloudy
"53703, USA",06/01/2015,66.3,40.1,53.9,44.2,,0,0,0,14.8,92.58,20.9,9.9,15.3,52.22,Clear
"53703, USA",06/02/2015,72.5,39.9,59,44.5,,0,0,0,12,113.21,17.2,9.9,28,54,Partially cloudy
"53703, USA",06/03/2015,77.2,56.3,67.8,,,0,0,0,14.3,173.04,21.4,9.9,59,57.86,Partially cloudy
"53703, USA",06/04/2015,82.6,65.8,73,,82.7,0,0,0,9.5,250.33,19.7,9.8,73.5,63.87,Partially cloudy
"53703, USA",06/05/2015,70.1,57,64.1,,,0,0,0,13.7,86.83,20.8,9,56.4,78,Partially cloudy
"53703, USA",06/06/2015,73.8,48.4,62.9,46.3,,0,0,0,12.1,113.54,16.1,9.9,52.2,63.98,Partially cloudy
"53703, USA",06/07/2015,82.3,64.5,72.5,,84.4,0.07,0,0,15.6,233.54,25.1,9.9,74.8,66.19,"Rain, Partially cloudy"
"53703, USA",06/08/2015,80.1,61.3,70.2,,80.3,0.09,0,0,20.3,276.13,28.9,9.9,49.8,64.98,"Rain, Partially cloudy"
"53703, USA",06/09/2015,88.9,55.9,73.5,,87.3,0,0,0,9.5,282.04,23,9.7,48.4,59.88,Partially cloudy
"53703, USA",06/10/2015,84,66,77.8,,83,0,0,0,10.7,280,20.8,9.9,39.8,49.54,Partially cloudy
"53703, USA",06/11/2015,65.3,58.7,61.5,,,0.9,0,0,16.5,84.08,23.9,7.5,80.9,85.22,"Rain, Overcast"
"53703, USA",06/12/2015,68.1,58.1,62.3,,,1.02,0,0,13,56.5,19.7,8.1,98.6,84.95,"Rain, Overcast"
"53703, USA",06/13/2015,72.9,60.4,65.5,,,0.01,0,0,9.6,147.33,18.3,8.3,96.9,86.13,"Rain, Overcast"
"53703, USA",06/14/2015,82.2,68.1,73.8,,83.2,0.18,0,0,7.7,209.21,,7.2,85.4,77.3,"Rain, Overcast"
"53703, USA",06/15/2015,78.6,66.9,71.5,,,0.14,0,0,13.9,207.29,18.3,9.5,72,83.99,"Rain, Partially cloudy"
"53703, USA",06/16/2015,77.9,59.2,68,,,0,0,0,10.7,162.71,10.3,9.4,26.3,64.22,Partially cloudy
"53703, USA",06/17/2015,80.4,54.1,68.5,,80.7,0,0,0,7.2,171.21,,9.9,61.7,58.22,Partially cloudy
"53703, USA",06/18/2015,79.9,64.7,73.5,,,0,0,0,13.7,252.67,20.7,9.5,74.4,68.48,Partially cloudy
"53703, USA",06/19/2015,75.2,53.4,64.9,,,0,0,0,9.2,70.83,,9.9,18.1,52.69,Clear
"53703, USA",06/20/2015,72.6,53.8,63.7,,,0.09,0,0,19.1,174.57,19.7,9.8,61.3,76.81,"Rain, Partially cloudy"
"53703, USA",06/21/2015,84.9,62.8,73.6,,84.7,0,0,0,12.6,290.67,17.2,7.8,57.9,70.39,Partially cloudy
"53703, USA",06/22/2015,81,67.4,74.2,,85.2,0.48,0,0,15.7,217,35.6,9.3,60.2,80.31,"Rain, Partially cloudy"
"53703, USA",06/23/2015,79,60.6,70.4,,,0,0,0,11.1,325.58,19.4,9.9,16.1,57.21,Clear
"53703, USA",06/24/2015,80,56.8,69.9,,,0,0,0,10.6,227.17,18.3,9.9,57.3,67.79,Partially cloudy
"53703, USA",06/25/2015,76.8,65.4,69.9,,,0.05,0,0,7.5,83.83,,9,86.5,80.82,"Rain, Overcast"
"53703, USA",06/26/2015,73.7,57.9,66.3,,,0.1,0,0,10.6,105.04,18.3,8.3,67.7,78.64,"Rain, Partially cloudy"
"53703, USA",06/27/2015,78.2,57.3,68,,,0,0,0,9.5,185,18.3,9.8,42.4,62.89,Partially cloudy
"53703, USA",06/28/2015,73,53.4,63.9,,,0.14,0,0,12.1,175.08,,9.8,71.3,78.85,"Rain, Partially cloudy"
"53703, USA",06/29/2015,75.7,60.4,67.9,,,0.11,0,0,10.1,231.75,24.2,8.9,89.8,79.05,"Rain, Overcast"
"53703, USA",06/30/2015,75.9,59.1,66.4,,,0,0,0,11.2,332.21,16.1,8.1,61.9,75.8,Partially cloudy
"53703, USA",07/01/2015,70,56.1,62.6,,,0,0,0,9,82.63,17.2,9.9,65.2,64.41,Partially cloudy
"53703, USA",07/02/2015,72,47.9,60.4,47,,0,0,0,11.4,92.58,18.3,8.4,13,66.47,Clear
"53703, USA",07/03/2015,75.9,49.3,63.8,,,0,0,0,5.8,204.25,,9.9,23.1,66.29,Clear
"53703, USA",07/04/2015,81.2,56,69.9,,81.7,0,0,0,6.2,309.08,,9.5,16.3,68.47,Clear
"53703, USA",07/05/2015,83.1,61.2,73.7,,83.8,0,0,0,14.3,230.63,18.3,9.5,31.1,67.63,Partially cloudy
"53703, USA",07/06/2015,79.3,65.1,73.6,,,0.75,0,0,11.3,212.75,21.9,7.3,70.5,80.33,"Rain, Partially cloudy"
"53703, USA",07/07/2015,69.8,59.3,64.1,,,0,0,0,12.7,240.63,27.7,6.5,92.1,71.62,Overcast
"53703, USA",07/08/2015,69.4,51.5,61.7,,,0,0,0,7.9,95.5,19.7,9.9,54.4,70.04,Partially cloudy
"53703, USA",07/09/2015,77.4,53.7,66,,,0,0,0,6.5,306.96,,9.1,45.7,69.51,Partially cloudy
"53703, USA",07/10/2015,81.7,56.1,70.4,,82,0,0,0,9.1,276.13,,9.8,47.1,67.84,Partially cloudy
"53703, USA",07/11/2015,78.5,60.7,70.6,,,0,0,0,14.3,171.63,16.1,9.5,55.1,73.67,Partially cloudy
"53703, USA",07/12/2015,83.2,61.2,73.8,,85.9,0,0,0,10.5,146.42,16.1,7.8,66.8,75.36,Partially cloudy
"53703, USA",07/13/2015,86.9,66.2,76.5,,93.4,0.95,0,0,17.9,210.33,39.9,9.6,71.5,77.6,"Rain, Partially cloudy"
"53703, USA",07/14/2015,80.9,67.2,73.5,,82.8,0,0,0,14.4,222.63,20.8,9.9,68.8,75.18,Partially cloudy
"53703, USA",07/15/2015,75.6,53.1,66.4,,,0,0,0,9.4,85.96,,9.9,37.4,65.68,Partially cloudy
"53703, USA",07/16/2015,71.1,60.3,66.7,,,0.79,0,0,11.3,141.83,19.7,8.5,72.4,75.31,"Rain, Partially cloudy"
"53703, USA",07/17/2015,89.8,69.3,79.3,,97.1,0,0,0,8.3,251.38,23,7.9,57.6,77.42,Partially cloudy
"53703, USA",07/18/2015,86.9,69.6,78.5,,93.7,1.06,0,0,12,213.75,26.8,9.4,47.7,78.14,"Rain, Partially cloudy"
"53703, USA",07/19/2015,80.9,67.3,75.2,,81.2,0,0,0,9.8,294.79,18.3,9.9,35.9,66.33,Partially cloudy
