Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"53703, USA",11/15/2016,55.2,38.5,45.2,41.8,,0,0,0,5.6,309.25,,9.6,73.1,84.62,Partially cloudy
"53703, USA",11/16/2016,57.5,31.5,44.5,43.3,,0,0,0,10,198.21,25.3,7.1,29.2,80.89,Partially cloudy
"53703, USA",11/17/2016,70.3,48.4,58.8,42.9,,0,0,0,14.4,180.29,26.4,9.6,51.9,65.21,Partially cloudy
"53703, USA",11/18/2016,65.6,36.1,53.2,27,,0,0,0,21.9,210,38.9,9.9,64.2,65.31,Partially cloudy
"53703, USA",11/19/2016,35,25.4,32,15.5,,0,0,0,23.9,311.63,36.3,9.6,71,59.89,Partially cloudy
"53703, USA",11/20/2016,32.3,21.2,25.7,12.1,,0,0,0,10.7,259.54,18.3,9.9,42.8,64.91,Partially cloudy
"53703, USA",11/21/2016,37.3,19.4,27,15.3,,0,0,0,6.1,61.5,,9.9,36.3,69.94,Partially cloudy
"53703, USA",11/22/2016,41.2,25.4,33.7,19.5,,0.04,0,0,15.4,106.96,19.6,9.9,62.4,75.57,"Rain, Partially cloudy"
"53703, USA",11/23/2016,41.2,36.2,38.7,27.4,,0.21,0,0,14.4,166.5,18.3,5.1,100,94.8,"Rain, Overcast"
"53703, USA",11/24/2016,37.3,34.3,35.4,27.8,,0,0,0,12.7,303,18.4,9.9,100,85.79,Overcast
"53703, USA",11/25/2016,39.1,34.3,36.6,30.4,,0,0,0,7.7,289.25,18.3,9.5,98.8,83.94,Overcast
"53703, USA",11/26/2016,47.1,35.9,39.8,29.6,,0,0,0,13.6,208.29,21.1,9.9,61.2,78.2,Partially cloudy
"53703, USA",11/27/2016,40.6,31.8,37.3,26,,0.3,0,0,17.4,154.71,28.3,5.2,60.6,92.1,"Rain, Partially cloudy"
"53703, USA",11/28/2016,50.2,41.3,45.1,32.5,,1.06,0,0,20.9,169.33,30.1,7.1,99.2,94.07,"Rain, Overcast"
"53703, USA",11/29/2016,48.2,34.8,41.9,31.1,,0,0,0,14.5,243,24.2,9.9,16.3,74.63,Clear
"53703, USA",11/30/2016,37.4,34.2,36.1,27.6,,0,0,0,11.2,229.38,23,9.9,84,82.24,Overcast
"53703, USA",12/01/2016,40.8,35.3,37.4,29.5,,0,0,0,13.1,271.29,24.2,9.7,97.2,86.03,Overcast
"53703, USA",12/02/2016,35.4,31.1,33.2,23.8,,0,0,0,10,310.08,18.3,9.9,99.6,73.11,Overcast
"53703, USA",12/03/2016,33.4,29.9,31.1,23.1,,0,0.54,0.54,7.3,230.33,16.1,9.9,96.5,71.54,"Snow, Overcast"
"53703, USA",12/04/2016,33.4,30.3,31.3,20.7,,0.44,2.26,2.56,11.9,178,25.3,4.3,99.1,92.03,"Snow, Overcast"
"53703, USA",12/05/2016,34.1,30.8,32.7,21.2,,0,1.24,3.8,16,194.04,24.2,5.4,100,93.19,"Snow, Overcast"
"53703, USA",12/06/2016,34.1,25.1,30.2,14.9,,0.01,0,2.69,12.9,216.96,31.1,6.8,89,82.37,"Rain, Overcast"
"53703, USA",12/07/2016,24.2,19.1,21,6.9,,0,0,1.91,13.8,261.04,27.1,9.6,89.1,70.61,Overcast
"53703, USA",12/08/2016,23.2,14.2,19.8,1.5,,0,0,1.78,16.5,282.79,26.5,9.3,86.2,72.67,Overcast
"53703, USA",12/09/2016,23.4,18.1,20.8,8.5,,0,0.12,1.9,11.1,297.63,17.2,9.9,60.4,68.69,"Snow, Partially cloudy"
"53703, USA",12/10/2016,20.3,13,17.8,4.8,,0.12,2.64,4.54,9,229.38,,6.7,83.9,78.8,"Snow, Overcast"
"53703, USA",12/11/2016,27.3,19.5,24.6,9.8,,0.33,2.11,6.65,10.3,147,,2.5,96.7,90.64,"Snow, Overcast"
"53703, USA",12/12/2016,25.3,9.5,18.9,3.2,,0,0.34,6.99,13.2,263.46,22.7,9.6,58.3,75.08,"Snow, Partially cloudy"
"53703, USA",12/13/2016,13,3,8.7,-11.7,,0,0,5.99,11.1,278.95,18.3,9.9,20.4,61.14,Clear
"53703, USA",12/14/2016,15.3,0.4,9.4,-15.9,,0,0,5.37,16.7,266.46,31.4,9.8,30,55.51,Partially cloudy
"53703, USA",12/15/2016,9.7,-4.6,3,-17.1,,0,0.08,5.3,11.1,266.63,24.2,9.9,40.6,60.63,"Snow, Partially cloudy"
"53703, USA",12/16/2016,15.7,7.6,12,-3.5,,0.32,1.12,6.42,12.3,131.08,18.3,5.4,94,77.18,"Snow, Overcast"
"53703, USA",12/17/2016,18.3,8.7,14.3,-4.3,,0.21,1.88,8.3,14.3,285.29,23.1,4.4,85.4,85.29,"Snow, Overcast"
"53703, USA",12/18/2016,7.6,-7.8,-1.7,-23.3,,0.01,0.74,9.04,13.9,298.92,21.9,9.9,32.2,65.6,"Snow, Partially cloudy"
"53703, USA",12/19/2016,13.4,-6.1,4,-22.8,,0,0,8.82,14.8,201.71,26.4,9.9,11.1,67.93,Clear
"53703, USA",12/20/2016,32.3,14.5,25.2,0.6,,0,0.07,8.15,14.9,225.5,25.1,9.9,26.4,63.32,"Snow, Partially cloudy"
"53703, USA",12/21/2016,35.5,21.1,29.2,18.2,,0,0,7.41,11.7,201.33,27.7,9.9,60.1,75.54,Partially cloudy
"53703, USA",12/22/2016,37.3,24.8,31.2,18.7,,0,0,6.67,13.7,272.04,24.2,9.9,30.4,72.14,Partially cloudy
"53703, USA",12/23/2016,34.5,25.1,31,18.2,,0.16,0.47,6.81,10.9,191.58,,7.3,73.1,82.37,"Snow, Partially cloudy"
"53703, USA",12/24/2016,35.4,33.4,34.1,25.6,,0,0.28,7.09,9.6,219.25,,7.3,100,88.96,"Snow, Overcast"
"53703, USA",12/25/2016,36.1,32.3,33.7,21.9,,0.21,0,6.59,20.4,120.79,30.9,4.9,100,92.33,"Rain, Overcast"
"53703, USA",12/26/2016,43.4,22.4,35.1,11.2,,0.13,0,4.93,19.5,221.83,36.3,8.7,62.9,75.62,"Rain, Partially cloudy"
"53703, USA",12/27/2016,26.6,14.4,21.8,9,,0,0,2.9,12.7,284.21,25.4,9.8,68.2,75.72,Partially cloudy
"53703, USA",12/28/2016,37.4,14.6,28.7,9.5,,0,0,2.49,13.2,189.71,24.2,9.9,42.2,77.7,Partially cloudy
"53703, USA",12/29/2016,34.2,27.3,30.7,16.8,,0,0,2.44,15.4,286.83,30.8,9.4,71,69.31,Partially cloudy
"53703, USA",12/30/2016,31.2,20.1,25.9,12,,0,0,2.42,16.1,236.04,26.4,9.9,73,66.3,Partially cloudy
"53703, USA",12/31/2016,32.3,21.7,29.3,16.4,,0,0.37,2.6,12.7,268.52,20.8,9.9,36.6,67.12,"Snow, Partially cloudy"
"53703, USA",01/01/2017,35.6,18,26.5,8.6,,0,0.02,2.33,10.9,204.58,,9.9,35.7,73.77,"Snow, Partially cloudy"
"53703, USA",01/02/2017,37.7,24.6,32.2,17,,0,0,2.33,10.6,73.46,17.2,6.2,70.7,87.72,Partially cloudy
"53703, USA",01/03/2017,34.3,11.4,29.6,-5,,0.03,0.18,1.77,18.8,278.54,26.9,5,83.8,89.91,"Snow, Overcast"
"53703, USA",01/04/2017,10.4,2.6,6.4,-15,,0,0,1.7,17,290.46,24.5,9.9,33.9,67.13,Partially cloudy
"53703, USA",01/05/2017,6.6,-1.7,2.9,-15.9,,0,0,1.7,11.5,297.5,21.9,9.3,52.3,64.14,Partially cloudy
"53703, USA",01/06/2017,4.2,-4.6,-0.5,-18.3,,0,0,1.64,9.4,289.25,,9.9,10.5,66.14,Clear
"53703, USA",01/07/2017,12.6,-1.8,4.4,-10.8,,0,0.06,1.43,13.5,301.25,22.4,9.9,9.6,63.41,Snow
"53703, USA",01/08/2017,17.4,-1.8,7.6,-7.5,,0,0,1.4,16.3,214.17,23.4,9.9,40.9,60.69,Partially cloudy
"53703, USA",01/09/2017,27.7,17.6,23,4.9,,0.03,0,1.4,13.8,183.63,23,9.2,88.2,73.58,"Rain, Overcast"
"53703, USA",01/10/2017,42.5,16.4,31.8,3.8,,0.51,0.04,1.38,21.4,212.33,34.6,7.3,82.8,85.83,"Snow, Overcast"
"53703, USA",01/11/2017,32.2,16.5,22.1,3.4,,0.08,0.14,1.11,15,173.58,24.2,8.7,70.1,78.94,"Snow, Partially cloudy"
"53703, USA",01/12/2017,20.6,13.3,16.2,-0.7,,0.03,0.3,1.21,12.3,256.38,21.9,8.9,80.2,67.48,"Snow, Overcast"
"53703, USA",01/13/2017,13.1,4.5,9.3,-10.3,,0,0.14,1.35,9.9,122,21.9,9.9,60.7,62.93,"Snow, Partially cloudy"
"53703, USA",01/14/2017,26.8,11.5,17.4,1.7,,0,0.26,0.88,6.5,249.29,,9.6,35.5,74.46,"Snow, Partially cloudy"
"53703, USA",01/15/2017,33.9,8,20,18.3,,0,0,0.88,4.9,163.21,,9,38.6,72.71,Partially cloudy
"53703, USA",01/16/2017,34.2,20.9,29.7,22.3,,0.56,0,0.88,9.7,69.42,17.2,4.4,81.8,91.54,"Rain, Overcast"
"53703, USA",01/17/2017,34.5,33.4,33.9,26.9,,0.09,0,0.72,7.6,261.13,,2.7,97,98.56,"Rain, Overcast"
"53703, USA",01/18/2017,35.5,31.3,33.3,24.2,,0,0,0.64,13.3,224,22.2,6.4,87.7,92.71,Overcast
"53703, USA",01/19/2017,36.2,32.2,34.3,25.1,,0.2,0.23,0.75,8.6,152.5,19.7,1.9,92.2,97.47,"Snow, Overcast"
"53703, USA",01/20/2017,37.3,35.2,36.1,28.1,,0.2,0.16,0.39,9.6,87.08,,2.3,89.8,97.67,"Snow, Overcast"
"53703, USA",01/21/2017,45.1,36.1,40.6,31.9,,0.01,0,0.39,7.9,167.54,19.7,2.5,86.7,97.9,"Rain, Overcast"
"53703, USA",01/22/2017,41,36.3,38.7,31.8,,0,0,0.13,7,308.79,,4,93.7,95.73,Overcast
"53703, USA",01/23/2017,39.7,35.3,36.8,29.9,,0,0,0,7.9,319.04,,8,97.5,93.31,Overcast
"53703, USA",01/24/2017,37.2,32.4,35.1,27.1,,0.1,1.72,1.72,9.3,179.96,23,9.1,98.9,87.12,"Snow, Overcast"
"53703, USA",01/25/2017,33.5,32.1,32.9,23,,0.62,2.26,3.98,15.1,138.67,19.7,3.2,89.8,96.39,"Snow, Overcast"
"53703, USA",01/26/2017,32.3,27.2,30,18.2,,0.01,0.73,4.72,14.7,299.88,23,9.3,93.9,81.47,"Snow, Overcast"
"53703, USA",01/27/2017,27.2,20.5,24,10.4,,0,0.09,4.42,14.9,266.04,27.7,9.5,88.4,76.82,"Snow, Overcast"
"53703, USA",01/28/2017,27.2,20.7,24.6,11.2,,0,0,4.36,11.2,291.83,18.3,9.1,75.4,78.16,Overcast
"53703, USA",01/29/2017,25.4,14.8,22.6,6,,0,0,4.36,12.7,320.58,18.3,9.8,87.8,65.53,Overcast
"53703, USA",01/30/2017,30.8,3.6,17.3,0.2,,0.09,0.63,4.76,16.1,192.63,27.7,8.1,59.7,78.11,"Snow, Partially cloudy"
"53703, USA",01/31/2017,37.5,31.1,33.5,22.1,,0.07,0.4,5.17,12.9,293.08,30,8.2,78.1,80.17,"Snow, Overcast"
"53703, USA",02/01/2017,32.2,13,25.5,0.3,,0,0,4.99,14.3,295.29,24.2,9.9,44.4,69.41,Partially cloudy
"53703, USA",02/02/2017,17.7,8.2,12,-3.2,,0,0,4.79,11,291.08,23,9.9,14.1,58.99,Clear
"53703, USA",02/03/2017,21.3,6.3,13.3,-1.3,,0,0,4.74,9.2,278.75,23,9.9,8.3,56.13,Clear
"53703, USA",02/04/2017,29.4,6.9,20.5,-0.8,,0,0,4.74,19.7,212.5,34.2,9.6,58.6,60.66,Partially cloudy
"53703, USA",02/05/2017,33.5,16.9,27,18.3,,0,0,4.69,11.3,277.88,19.7,9.9,53.2,64.39,Partially cloudy
"53703, USA",02/06/2017,39.6,12.5,27.3,22.1,,0,0,4.34,8.5,88.21,11.4,8.6,55.7,79.61,Partially cloudy
"53703, USA",02/07/2017,35.4,28.4,33.3,17.2,,0.23,0,3.66,17.8,200.13,26.6,3.4,86,93.17,"Rain, Overcast"
"53703, USA",02/08/2017,27.1,11.4,19.7,-2.2,,0,0,2.91,14.3,311.17,25.4,9.9,66.1,66.8,Partially cloudy
"53703, USA",02/09/2017,19.8,7.4,13.7,-5.7,,0,0,2.67,14.1,275.17,22,9.9,12.3,54.01,Clear
"53703, USA",02/10/2017,41.1,19.6,30.4,6.9,,0,0,2.67,18.3,208.71,26.3,9.9,63.9,64.48,Partially cloudy
"53703, USA",02/11/2017,41.7,34.3,38.1,28.8,,0,0,2.25,7.9,194.46,,9.6,79.1,78.29,Overcast
"53703, USA",02/12/2017,39.9,30.2,35.5,24.5,,0.04,0,1.45,21.3,298.71,37.2,8.3,38.8,67.11,"Rain, Partially cloudy"
"53703, USA",02/13/2017,45.2,25.1,35.3,19.5,,0,0.18,1.06,11.9,259.54,22.9,9.9,8.1,60.43,Snow
"53703, USA",02/14/2017,46.1,32,37.6,23,,0,0.35,0.75,19.2,287.42,28.3,9.9,32.4,62.6,"Snow, Partially cloudy"
"53703, USA",02/15/2017,33.7,23.4,28.7,10.9,,0,0,0.25,14.8,323.42,21.9,9.9,54.9,50.23,Partially cloudy
"53703, USA",02/16/2017,38.5,27.8,32.5,20.5,,0,0,0,13.9,146.67,19.7,9.9,68.8,53.96,Partially cloudy
"53703, USA",02/17/2017,60.5,26.5,42.6,21.9,,0,0,0,11.8,143.83,24.2,9.7,6.9,64.07,Clear
"53703, USA",02/18/2017,62.3,32.5,47.4,34.8,,0,0,0,9.7,303.71,19.7,9.9,16.7,67.04,Clear
"53703, USA",02/19/2017,61.8,29.5,44.4,43.8,,0,0,0,10.1,155.67,,9.8,33.5,68.72,Partially cloudy
"53703, USA",02/20/2017,61.4,42.6,52,39.6,,0.43,0,0,19,147.92,26.5,8,53.6,78.63,"Rain, Partially cloudy"
"53703, USA",02/21/2017,61.5,43.7,52.4,41.2,,0.04,0,0,9.8,234.33,20.8,8.5,54.8,72.71,"Rain, Partially cloudy"
"53703, USA",02/22/2017,68.6,42.2,55.5,37.8,,0,0,0,16.5,212.67,27.6,9,21.5,72.18,Clear
"53703, USA",02/23/2017,49,33.4,41.8,21,,0.24,0,0,23.1,161.96,30.9,9,77.1,81.14,"Rain, Overcast"
"53703, USA",02/24/2017,33.3,24.5,30.4,12.5,,0.32,1.11,1.11,21,125.13,31.8,4.7,96.4,92.42,"Snow, Overcast"
"53703, USA",02/25/2017,24.5,16.6,20.3,3.5,,0.05,0.66,1.77,14.6,298.79,27.7,7.1,79.6,74.95,"Snow, Overcast"
"53703, USA",02/26/2017,41.4,20.2,31.6,14.1,,0,0,1.38,13.4,231.79,26.4,9.9,42.8,65.95,Partially cloudy
"53703, USA",02/27/2017,48.6,22.5,35.7,27.7,,0,0,0.39,13.1,162,19.7,9.9,38.2,71.02,Partially cloudy
"53703, USA",02/28/2017,50,42,45.1,36.7,,0.53,1.23,1.23,9.7,84.17,20.8,3.8,89.3,93.77,"Snow, Overcast"
"53703, USA",03/01/2017,40.1,23.9,32.2,17.7,,0.58,2.16,2.24,17.3,241.67,30,5.4,76.5,91.08,"Snow, Overcast"
"53703, USA",03/02/2017,28.7,21.4,25.4,10.9,,0,0.91,3.15,10.7,317.46,21.9,9.3,61.3,68.39,"Snow, Partially cloudy"
"53703, USA",03/03/2017,27.6,12.5,21.2,6.1,,0.01,0,2.21,7.9,243.63,18.3,9.7,39,49.49,"Rain, Partially cloudy"
"53703, USA",03/04/2017,36.4,26.6,30.8,17.6,,0.01,0,1.37,19.6,129.46,30.5,9,78.3,80.95,"Rain, Overcast"
"53703, USA",03/05/2017,53.8,31.1,42.7,20.6,,0,0.87,1.18,15,162.13,24.6,9.9,71.9,70.09,"Snow, Partially cloudy"
"53703, USA",03/06/2017,62.5,48.8,54.2,43,,0.01,0,0.39,25.8,182.33,39.8,8.9,97,84.47,"Rain, Overcast"
"53703, USA",03/07/2017,55.3,36.3,43.7,27.1,,0.38,0,0,25.9,238.04,37.1,9.7,56.4,58.61,"Rain, Partially cloudy"
"53703, USA",03/08/2017,43.4,32,38.3,25,,0,0,0,27.7,267.88,43.1,9.9,9.2,39.24,Clear
"53703, USA",03/09/2017,37.6,29.3,32.9,19.7,,0,0,0,13,291.08,18.5,9.9,84.1,43.93,Overcast
"53703, USA",03/10/2017,27.4,17.5,21.4,1.5,,0,0,0,18.7,327.75,27.5,9.9,22.4,32.86,Clear
"53703, USA",03/11/2017,25.5,12,19.3,-1.6,,0,0,0,13.6,324.25,21.9,9.9,58,30.18,Partially cloudy
"53703, USA",03/12/2017,29.5,13.5,22.2,6.6,,0.07,1.97,1.97,11,169.87,17.2,8.8,50.5,50.06,"Snow, Partially cloudy"
"53703, USA",03/13/2017,25.2,19.3,21.8,5.1,,0.14,1.47,3.45,20.9,38.46,30.8,3.5,87.6,83,"Snow, Overcast"
"53703, USA",03/14/2017,24.3,6.7,16.4,-5.1,,0,0.17,3.62,16.3,171.13,20.8,9.9,26.1,57.62,"Snow, Partially cloudy"
"53703, USA",03/15/2017,32.2,11.2,22.1,2.9,,0,0,2.99,12.3,301,19.7,9.9,0,45.87,Clear
"53703, USA",03/16/2017,38.7,11.7,27.7,13.8,,0,0,2.08,11.4,238.88,18.3,9.9,30.2,57.48,Partially cloudy
"53703, USA",03/17/2017,53,32.5,38.9,24.8,,0.16,0.84,1.18,14.7,206.67,32.3,7,86.8,80.81,"Snow, Overcast"
"53703, USA",03/18/2017,42.5,32.2,36.9,25.6,,0,0,0.39,15.8,292.92,25.3,9.9,78.5,72.06,Overcast
"53703, USA",03/19/2017,51.7,24.7,38.9,25.3,,0,0,0,20.4,140.83,28,9.9,43.6,69.59,Partially cloudy
"53703, USA",03/20/2017,59.5,35.4,46.8,42.9,,0,0,0,16.1,128,24.1,9.9,43.7,69.28,Partially cloudy
"53703, USA",03/21/2017,47.5,30.2,38.3,18.9,,0,0,0,15.9,296.33,24,9.7,24.4,57.68,Clear
"53703, USA",03/22/2017,38.3,19,29.2,10.8,,0,0,0,12.1,83.42,19.9,9.9,21.4,51.68,Clear
"53703, USA",03/23/2017,45.2,26.7,36.5,17.3,,0.77,0,0,19.3,156.67,36.5,9.9,90.5,59.65,"Rain, Overcast"
"53703, USA",03/24/2017,60.2,38.2,46.4,30.6,,0,0,0,18.9,118.79,29.4,9.2,68.4,78.17,Partially cloudy
"53703, USA",03/25/2017,39.3,36.2,38,27.1,,0.09,0,0,18.3,58.5,26.2,7.9,100,92.92,"Rain, Overcast"
"53703, USA",03/26/2017,45.9,39.1,41.8,32.1,,0.24,0,0,11,118.08,18.3,5.4,91.3,96.56,"Rain, Overcast"
"53703, USA",03/27/2017,48,40.2,44.1,37.6,,0,0,0,9.5,225,29.8,9.2,92.9,90.02,Overcast
"53703, USA",03/28/2017,56.3,40.3,46.4,34.9,,0,0,0,12.4,48.33,19.7,8.6,58,75.84,Partially cloudy
"53703, USA",03/29/2017,48.1,31.3,39.9,28.3,,0.17,0,0,16.5,63.42,29.3,8.1,67.8,81.67,"Rain, Partially cloudy"
"53703, USA",03/30/2017,40.1,37.2,38.5,28,,0.53,0,0,21.4,64.63,33.9,8.2,93.2,92.8,"Rain, Overcast"
"53703, USA",03/31/2017,47,33.4,38.2,24.7,,0,0,0,18.1,88.67,26.4,8.7,83.7,84.32,Overcast
"53703, USA",04/01/2017,59.5,28.7,44.7,45.6,,0,0,0,6.7,225.71,,9,37.2,61.14,Partially cloudy
"53703, USA",04/02/2017,53.4,36.9,46.4,40.6,,0.04,0,0,11.9,197.04,17.2,9.9,68,70.86,"Rain, Partially cloudy"
"53703, USA",04/03/2017,52.2,44.2,46.9,39.8,,0.28,0,0,12.9,91.71,19.7,8.5,92.5,84.98,"Rain, Overcast"
"53703, USA",04/04/2017,55.4,43,47.8,39.4,,0.35,0,0,11.7,231.29,21.9,9.1,76.5,82.35,"Rain, Overcast"
"53703, USA",04/05/2017,45.1,38.4,42.2,29.6,,0.14,0,0,20.8,64.54,33.1,9.6,70.4,70.29,"Rain, Partially cloudy"
"53703, USA",04/06/2017,52.2,34.7,44,26.4,,0,0,0,20.9,285.38,29.7,9.9,46.2,50.58,Partially cloudy
"53703, USA",04/07/2017,56.2,33.2,44.5,26.3,,0,0,0,12.4,298.08,20.7,9.9,27.7,38.09,Partially cloudy
"53703, USA",04/08/2017,68.8,40.3,55.2,36.9,,0,0,0,21.1,186.75,29.8,9.9,43.3,44.14,Partially cloudy
"53703, USA",04/09/2017,73.4,56.4,64.9,,,0,0,0,20.2,183.96,27.7,9.9,66.8,59.13,Partially cloudy
"53703, USA",04/10/2017,71.7,41.3,60.8,35,,0.02,0,0,16.2,176.13,27.1,9.7,63.4,69.51,"Rain, Partially cloudy"
"53703, USA",04/11/2017,45.3,37.7,41.4,32.9,,0.02,0,0,13.5,278.5,27.7,7.7,92.2,82.73,"Rain, Overcast"
"53703, USA",04/12/2017,59.7,30.4,46.4,41.9,,0,0,0,15.1,170.04,19.7,9.8,44.9,63.41,Partially cloudy
"53703, USA",04/13/2017,57.1,39.4,47.5,34.9,,0.37,0,0,17.1,94.88,20.8,9.5,83.2,75.22,"Rain, Overcast"
"53703, USA",04/14/2017,63.1,44.3,52.6,39.5,,0.13,0,0,15.2,109.67,20.3,9.3,73.7,75.17,"Rain, Partially cloudy"
"53703, USA",04/15/2017,76.3,55.3,65.7,,,0.69,0,0,15.8,193.71,28,8.4,65,73.27,"Rain, Partially cloudy"
"53703, USA",04/16/2017,68.2,49.5,61,,,0.4,0,0,18.3,287.92,31.8,9.2,56,60.42,"Rain, Partially cloudy"
"53703, USA",04/17/2017,68.7,41.8,54.2,39.6,,0,0,0,17.7,244.33,33.2,9.9,45.4,54.98,Partially cloudy
"53703, USA",04/18/2017,70.3,39.5,56.8,36.1,,0,0,0,23.9,163.33,35.3,9.9,55.3,59.55,Partially cloudy
"53703, USA",04/19/2017,63,46.4,55.3,39.8,,0,0,0,20.1,193.08,25.9,9.9,61.6,74.44,Partially cloudy
"53703, USA",04/20/2017,56.3,41.2,48.5,31.8,,0.42,0,0,21.3,238.38,35.6,9.4,88.2,81.44,"Rain, Overcast"
"53703, USA",04/21/2017,59.1,38.2,47.9,30,,0,0,0,16.6,170.33,23.9,9.9,70.1,60.55,Partially cloudy
"53703, USA",04/22/2017,63,33.4,49.8,32.2,,0,0,0,7.4,93.92,,9.9,14.5,52.7,Clear
"53703, USA",04/23/2017,71.2,37.2,55.2,35.6,,0,0,0,8.9,238.75,23,9.9,17.6,51.79,Clear
"53703, USA",04/24/2017,71.4,36.5,55.3,33.6,,0,0,0,16.9,129.75,27.6,9.9,47.9,50.53,Partially cloudy
"53703, USA",04/25/2017,73.4,54.4,65.1,,,0,0,0,17.7,150.92,25,9.9,53,43.5,Partially cloudy
"53703, USA",04/26/2017,66,49.7,59.5,47.5,,0.49,0,0,18.3,197.04,18.3,8.9,87.9,80.5,"Rain, Overcast"
"53703, USA",04/27/2017,47.8,36.3,41.1,29.8,,0.79,0,0,12.5,282.08,28.9,7.8,92,84.2,"Rain, Overcast"
"53703, USA",04/28/2017,48.7,32,42.2,32,,0.08,0,0,7.6,190.54,18.3,9.8,74,72.37,"Rain, Partially cloudy"
"53703, USA",04/29/2017,45.1,38.3,42.3,28.2,,0.05,0,0,20.5,40.46,31,9.8,66,74.25,"Rain, Partially cloudy"
"53703, USA",04/30/2017,44.2,39.2,41,30.2,,0.23,0,0,21,55.71,29.8,6.6,98.9,92.04,"Rain, Overcast"
"53703, USA",05/01/2017,50.6,40.3,44.7,34,,0.67,0,0,13.7,180.5,28.9,8.5,87.2,87.7,"Rain, Overcast"
"53703, USA",05/02/2017,51.4,38.3,43.1,30.2,,0.01,0,0,15.8,303.17,25.1,9.8,76.3,75.16,"Rain, Overcast"
"53703, USA",05/03/2017,60.4,32.2,48.4,41.3,,0,0,0,9.6,147.67,,9.9,37.4,58.08,Partially cloudy
"53703, USA",05/04/2017,64.3,33.3,51.2,30.2,,0,0,0,14.2,102.67,21.9,9.9,45,58.07,Partially cloudy
"53703, USA",05/05/2017,66.2,41.3,53.8,35.5,,0.02,0,0,15.2,112,25.4,9.9,24,58.35,Rain
"53703, USA",05/06/2017,61.9,42.8,52.4,39.9,,0.17,0,0,15.6,221.21,23.7,9.4,51.8,63.95,"Rain, Partially cloudy"
"53703, USA",05/07/2017,61.3,34.3,48.9,41.1,,0,0,0,13.1,199.13,21.7,9.9,12,50.39,Clear
"53703, USA",05/08/2017,61.5,36,48.6,30.9,,0,0,0,13.1,115.79,18.3,9.9,43.4,49.29,Partially cloudy
"53703, USA",05/09/2017,57.3,41.5,48.6,35.6,,0.21,0,0,11.1,104.96,17.2,9.8,87.6,62.97,"Rain, Overcast"
"53703, USA",05/10/2017,64.7,47.1,55.7,,,0.09,0,0,9.4,107.75,16.1,8.2,75.5,76.24,"Rain, Overcast"
"53703, USA",05/11/2017,70.6,48.5,59.2,48.2,,0,0,0,7.7,144.58,,7.6,60.3,74.5,Partially cloudy
"53703, USA",05/12/2017,70.2,53.2,60.8,,,0,0,0,10.1,139.75,19.7,9.9,47.9,63.49,Partially cloudy
"53703, USA",05/13/2017,79.5,54.3,65.7,,,0,0,0,12.3,267.63,26.4,9.9,45.4,52.36,Partially cloudy
"53703, USA",05/14/2017,73.6,48.1,59.5,,,0,0,0,15.9,161.42,23,9.9,25.6,58.1,Partially cloudy
"53703, USA",05/15/2017,78.3,46.5,62.6,46.4,,0.23,0,0,17.2,110.17,27.7,9.7,49.5,54.88,"Rain, Partially cloudy"
"53703, USA",05/16/2017,84.1,60.6,72.1,,84.4,0.01,0,0,18.5,187.79,30.5,9.9,45.8,66.65,"Rain, Partially cloudy"
"53703, USA",05/17/2017,81.2,60.6,73,,82.3,0.46,0,0,26.3,184.21,53.7,9.6,61.2,65.41,"Rain, Partially cloudy"
"53703, USA",05/18/2017,68.4,52.7,61.9,,,0.02,0,0,15.5,204.88,27.7,9.9,80.5,77.62,"Rain, Overcast"
"53703, USA",05/19/2017,51.4,40.3,46.2,32.7,,0.02,0,0,19.2,46.71,26.9,9.8,59.2,65.62,"Rain, Partially cloudy"
"53703, USA",05/20/2017,53.3,45.2,48.3,38.5,,0.5,0,0,15.6,91.29,25,5.9,92.3,80.67,"Rain, Overcast"
"53703, USA",05/21/2017,56.4,48.9,52.8,45,,0.01,0,0,12.4,216,23,7.8,70.7,80.9,"Rain, Partially cloudy"
"53703, USA",05/22/2017,65.2,45.7,55.6,42.7,,0.03,0,0,10.1,230.79,24.2,9.9,60.5,73.02,"Rain, Partially cloudy"
"53703, USA",05/23/2017,62.2,53.1,57.6,,,0.18,0,0,10.5,191.63,18.3,9.2,83.1,85.47,"Rain, Overcast"
"53703, USA",05/24/2017,55.3,50.1,52.5,,,0.01,0,0,13.3,104.33,19.7,8.7,96.3,92.42,"Rain, Overcast"
"53703, USA",05/25/2017,71,52.5,59.5,,,0,0,0,10.5,126.13,17.2,9.8,75.2,77.07,Overcast
"53703, USA",05/26/2017,68.1,53.1,60.3,,,0.1,0,0,11.1,135.67,,8.8,49.2,83.53,"Rain, Partially cloudy"
"53703, USA",05/27/2017,74.6,46.8,62.1,,,0,0,0,8.9,161.08,,7,59.6,78.52,Partially cloudy
"53703, USA",05/28/2017,74.6,56.3,64.6,,,0.42,0,0,13,221.75,24.4,9.7,58,67.32,"Rain, Partially cloudy"
"53703, USA",05/29/2017,67.1,54.3,60.9,,,0.08,0,0,13.9,281.58,32.4,9.9,41.2,62.26,"Rain, Partially cloudy"
